#{"t_start": 1670800763.9331033, "env_id": "LunarLander-v2"}
r,l,t
-42.843729,134,3.167077
-285.49888,114,3.788977
-305.420026,97,4.306741
-94.098286,128,4.987757
-412.215879,130,5.684882
-141.562331,142,6.422404
-204.123588,78,6.847291
-128.530034,98,7.349983
-323.380147,107,7.897073
-151.967153,110,8.461684
-404.225734,96,8.991601
-115.75361,97,9.554661
-165.425244,92,10.129394
-354.529078,89,10.726137
-237.962218,128,11.551301
-82.714833,71,12.057151
-177.339998,72,12.51475
-192.581215,81,13.03633
-404.784034,106,13.720114
-165.106546,96,16.97092
-176.014635,109,17.569919
-137.382972,91,18.048273
-274.324898,71,18.43604
-530.128899,114,19.06405
-67.604872,69,19.430219
-228.897045,101,19.974229
-276.533681,103,20.525235
-219.843289,70,20.896226
-197.974823,64,21.241451
-123.602996,79,21.670445
-154.810617,72,22.064438
-184.63506,102,22.618836
-100.408834,115,23.279037
-375.999298,128,24.042459
-10.872521,87,24.619854
-73.078196,65,25.050547
-239.058226,98,25.717205
-66.318759,89,26.355946
-112.316918,68,26.835163
-373.963351,106,27.537888
-145.452519,104,28.170289
-86.667686,78,28.645009
-165.184601,95,31.833886
-155.11684,105,32.402302
-58.304068,70,32.781635
-131.092486,89,33.255246
-291.823522,115,33.864845
-69.990556,128,34.546887
-199.220468,76,34.949847
-203.643263,72,35.33814
-135.469548,66,35.689916
-209.57711,124,36.36446
-63.845632,74,36.770708
-114.121592,96,37.282593
-112.690966,82,37.770507
-141.531275,88,38.267791
-58.204117,68,38.655192
-117.624632,109,39.364567
-114.481289,113,40.143372
-103.681857,69,40.603958
-274.664843,106,41.374479
46.194301,1000,49.812653
-61.436379,73,50.249121
-81.935508,59,50.559396
-223.768195,99,51.096809
-132.409625,138,51.846689
-161.219744,73,52.255569
-276.381358,101,52.835506
-319.598384,100,53.413349
-182.019002,119,54.212002
-80.567652,75,54.747612
-331.234799,84,55.325465
-97.810956,135,56.276209
-142.831399,69,56.78271
-210.78551,126,57.580027
-79.480719,76,58.026297
-131.537453,121,61.41974
-341.160901,132,62.133402
-353.728742,127,62.824852
-155.854247,87,63.273754
-97.66705,67,63.636926
-98.765629,74,64.024402
-97.876832,78,64.442945
-448.042998,92,64.931173
-82.069691,72,65.307298
-334.453996,79,65.734118
-326.800354,85,66.192394
-325.668841,107,66.762848
-226.660064,77,67.210332
-19.660723,110,67.848958
-87.566974,93,68.387393
-77.398892,85,68.940435
-61.789426,71,69.427055
-319.524351,139,70.338165
-145.148086,87,70.935827
-236.307915,79,71.48755
-228.942324,128,72.295611
-82.061625,64,72.653664
-201.321527,97,75.925132
-128.260725,106,76.473551
-388.621032,142,77.232078
-94.667979,66,77.585901
-217.167716,105,78.138604
-110.647511,79,78.557968
-200.395833,126,79.223522
-154.357798,92,79.699711
-98.527822,79,80.122349
-226.079428,110,80.708822
-142.01363,80,81.126457
-117.332196,71,81.523746
-185.400544,90,82.042494
-131.277486,94,82.580108
-53.549624,72,82.990816
-60.682309,65,83.389764
-100.573806,85,83.962181
-61.01732,73,84.43989
-270.867277,121,85.241115
-171.614038,102,85.947539
-79.92223,76,86.471367
-258.693064,86,86.998833
-124.348276,120,90.437133
-337.01069,116,91.046891
-192.693073,117,91.660555
-201.256291,144,92.425608
-81.421433,80,92.863906
-133.106466,110,93.444077
-56.700053,112,94.027086
-237.02574,87,94.481468
-27.966919,71,94.852504
-71.913868,69,95.213294
-145.351357,129,95.912561
-167.341851,115,96.575859
-109.285145,93,97.100968
-128.717183,82,97.565025
-179.824521,86,98.081947
-116.069588,81,98.63075
3.139213,78,99.136722
-179.144927,109,99.860226
-49.035899,92,100.482367
