#{"t_start": 1670798756.9971626, "env_id": "LunarLander-v2"}
r,l,t
-153.67613,91,2.581779
-64.680369,68,2.960227
-123.390385,61,3.289442
-340.719202,99,3.797724
-319.296515,106,4.338226
-214.831689,65,4.659569
-384.946172,84,5.098364
-164.632687,59,5.391545
-270.156249,94,5.90891
-140.10229,97,6.450506
-130.350064,64,6.802839
-341.318176,105,7.376946
-150.504559,83,7.78907
-89.376714,78,8.186199
-114.619603,73,8.578235
-122.493737,91,9.106511
-75.041463,66,9.480796
-189.810929,90,9.973661
-147.914812,62,10.314258
-168.308494,109,10.871737
-127.804379,114,11.427144
-242.109136,112,11.991134
-445.81267,112,12.592247
-140.690333,110,15.520976
-54.938759,68,15.86476
-7.386443,107,16.399271
-166.143345,93,16.867494
-465.581761,97,17.355345
-316.808001,118,17.953664
-130.458857,112,18.560321
-159.6756,63,18.908921
-84.164309,73,19.315734
-181.120299,67,19.693369
-99.78977,74,20.089687
-154.770985,95,20.576893
-35.514157,103,21.095228
-232.898585,102,21.654924
-119.873357,75,22.06603
-176.206367,80,22.52073
-52.274091,75,22.953457
-116.878809,69,23.302356
-146.643986,65,23.629769
-210.264526,81,24.05213
-108.123413,127,24.7004
-137.755196,107,25.237041
-103.434561,96,25.754666
-92.188443,121,28.771415
-159.692487,143,29.488495
-74.712272,78,29.874629
-187.035947,103,30.409484
26.04985,81,30.812521
-100.940882,86,31.266369
-146.789147,87,31.730969
-27.490255,100,32.28477
-148.910952,102,32.850299
-322.296851,97,33.349932
-382.927703,133,34.045713
-119.254978,77,34.473191
-125.728933,133,35.207667
-106.841663,77,35.620458
-27.587506,138,36.354435
-122.615734,138,37.047637
-84.2445,64,37.377058
-126.141022,123,38.002864
-357.626857,106,38.533866
-126.895182,127,41.882636
-120.394396,69,42.246086
-98.829182,78,42.639987
-63.43725,108,43.187934
-168.775897,110,43.738802
-145.488292,128,44.42937
-274.917587,103,44.999637
-72.017816,99,45.548464
-194.059561,136,46.268978
-92.627798,72,46.632773
-80.543827,78,47.044243
-80.481582,79,47.479268
-100.209188,79,47.914308
-97.206104,77,48.339171
-137.267362,73,48.748333
-172.154681,87,49.223874
-108.74627,66,49.557907
-101.556947,98,50.048159
-102.886835,68,50.387261
-221.522221,104,50.917954
-195.938097,104,51.426634
-53.81361,68,51.767341
-191.055051,124,52.443166
-231.165728,122,55.706218
-107.727084,114,56.282317
-77.714357,148,57.034552
-155.234049,117,57.694277
-159.592407,136,58.446136
-151.406669,100,58.988442
-92.846704,159,59.787066
-114.761532,73,60.154064
-381.945219,123,60.82485
-32.179521,78,61.246627
-118.813534,143,62.020959
-92.748965,73,62.423095
-285.13803,122,63.036204
-226.304649,98,63.527226
-152.975872,107,64.056924
-91.500064,75,64.43497
-378.969434,120,65.030889
-210.363537,113,65.620905
-183.803509,88,68.736043
-154.410486,94,69.212192
-291.522066,113,69.768066
-125.445858,92,70.259095
-76.483133,71,70.654722
-118.846705,74,71.054227
-17.825519,124,71.735497
-212.626295,92,72.208055
-87.567833,130,72.844998
-243.234054,99,73.341372
-161.961068,113,73.952316
-88.760426,83,74.404117
-26.581536,114,75.014352
-379.32798,155,75.8207
-375.212156,108,76.372046
16.163727,104,76.889295
-141.278176,124,77.507618
-93.342787,84,77.92564
-83.205056,88,78.366259
-69.634267,85,78.802521
-269.27797,116,82.08344
-177.739803,123,82.6926
-74.852399,76,83.092242
-273.338089,98,83.618934
-99.411047,105,84.201339
-82.31836,80,84.634718
-110.018627,173,85.522049
-173.849272,164,86.361606
-125.012162,88,86.823809
-310.120376,93,87.328898
-350.487037,121,87.962279
-135.719819,132,88.685429
-78.170065,111,89.254215
-155.797449,137,89.942446
-176.859093,136,90.629196
-103.193525,81,91.032586
-167.853293,129,91.694737
-119.625252,127,92.334022
-281.215387,90,95.47189
-150.826651,123,96.117664
-91.336422,79,96.542528
-106.898514,82,96.984106
-68.360724,84,97.433774
-85.557782,82,97.862803
-60.795002,133,98.517307
-233.446979,140,99.205991
-264.591192,84,99.628867
-172.845148,118,100.260223
-89.661068,114,100.872769
-177.921563,120,101.517001
-210.919176,117,102.132759
-109.970269,78,102.525555
42.046269,81,102.930933
-67.284178,73,103.292897
-123.418792,93,103.752356
-138.466174,138,104.444502
-50.847481,79,104.836714
-162.681239,121,105.443245
-70.880333,71,108.527595
-9.763083,80,108.938362
-247.966802,145,109.72995
-188.435914,152,110.552701
-85.742274,74,110.945865
-44.440125,102,111.446856
-40.009606,77,111.828635
53.512164,110,112.364468
-64.946176,96,112.838007
-143.239714,138,113.577801
-161.732315,116,114.21317
-137.558728,113,114.823411
24.765783,160,115.650152
-135.205996,107,116.190146
