#{"t_start": 1670715097.7112644, "env_id": "LunarLander-v2"}
r,l,t
-229.002244,225,241.992372
-79.929982,136,242.834791
-200.803671,220,244.192053
-16.296683,108,244.899396
-68.253639,168,246.047601
-98.946953,116,246.744334
-16.564768,112,247.416571
-29.692264,88,247.934008
-111.101381,112,248.637775
-3.1045,118,252.636882
-77.273246,137,253.61894
-26.3605,117,254.329769
-64.619393,213,255.728322
-69.971931,118,256.569508
-106.392619,177,257.831581
-176.982949,191,259.073317
-41.179882,155,259.945315
-36.658878,160,260.956481
19.566106,153,261.992136
-74.037672,130,262.785485
-59.694503,201,264.012047
-176.201834,139,264.957685
-12.308977,107,268.873439
-150.952917,293,270.854614
-74.772152,166,271.908325
-136.032528,169,272.974294
-75.982295,114,273.696111
-115.390478,194,274.947882
-45.893395,93,275.621447
-42.322964,157,276.800984
-58.600601,174,277.987847
-59.25929,145,278.862239
-12.475522,137,279.596071
-77.338453,125,280.28641
-232.782221,113,281.001432
-32.34991,144,285.042836
-88.590236,167,286.186391
-99.477015,151,287.209162
3.294862,108,287.866285
-131.334348,147,288.748459
-92.955396,140,289.583594
-26.998772,137,290.536459
-13.555656,138,291.471072
-117.879522,166,292.483564
-27.19788,171,293.49452
-55.427476,171,294.520172
-12.78937,263,296.110641
-24.873476,199,297.533698
-297.843173,193,302.016051
-45.977407,172,303.122661
-67.256917,219,304.44775
15.204721,122,305.204457
33.667432,109,305.890794
-196.71887,113,306.652041
-38.129261,181,307.864649
-56.667257,133,308.69237
56.425599,169,309.710839
-36.668448,188,310.825468
-95.599334,180,311.956021
-214.635008,188,313.345985
-258.37227,309,318.457538
-50.774401,202,319.816676
-66.09971,117,320.52476
-91.954906,257,322.192001
-23.844384,339,324.528448
-10.779365,140,325.301493
-67.942659,230,326.541239
-121.400521,269,328.353886
-28.639224,164,329.593141
130.836349,1000,339.247858
-61.448994,169,340.233742
-204.962848,273,341.69166
-14.45026,208,342.868234
16.964448,161,343.93792
-2.251237,252,345.650021
-2.253036,117,346.492371
-73.168982,235,350.747791
-81.955554,122,351.598551
-65.203637,277,353.33778
-30.154436,268,355.166614
0.510766,277,357.035521
-83.306236,327,359.016352
-298.271724,173,360.222666
-139.02612,206,361.787207
-187.660437,359,366.730515
-24.310032,470,369.715873
-121.279319,252,371.332612
19.377829,178,372.630908
-32.610202,296,374.604752
-134.875816,203,375.81513
-30.049645,196,377.213762
-117.182488,148,378.345745
-51.76986,144,379.252055
-149.872515,450,384.847127
-44.393775,176,385.853838
106.40224,1000,392.28951
-42.428939,178,393.664024
26.847266,144,394.793903
1.446857,262,398.989362
53.474194,1000,405.097139
-53.790111,366,407.716001
-119.58384,239,409.312004
-150.604343,269,411.081045
-30.587636,1000,419.530462
91.444029,1000,427.10513
-30.529799,191,430.6706
-127.734089,229,431.88769
-131.880736,166,432.767304
-123.971888,198,433.822176
12.916249,327,435.579968
61.532381,1000,442.52865
139.283141,588,448.517211
69.531544,1000,454.91911
-38.007542,229,456.482277
-219.70235,483,461.837278
41.109923,1000,467.333565
-161.437523,363,469.675871
-35.44893,458,474.723176
-139.619532,431,482.072422
-195.457022,617,486.102729
-1.96984,1000,495.415102
40.07969,1000,502.661413
-127.520371,555,506.604827
-79.048976,593,513.072473
38.427649,1000,519.557121
-82.317075,480,522.875379
-26.860577,476,528.803803
25.624893,993,536.992349
-134.518936,515,541.076656
-127.789113,206,542.781415
-60.088003,411,548.508781
-122.235713,439,551.72479
-210.275793,752,557.168541
-70.74789,306,559.180018
15.414,1000,567.89096
25.047557,1000,574.27212
-25.017097,1000,583.671393
-228.035498,672,588.378105
-135.435476,910,597.020189
-113.565482,858,603.768668
98.72296,892,619.96691
-123.930328,453,641.453466
-158.222143,785,646.241928
-147.358373,691,650.498914
-124.268314,577,657.011373
-221.11934,777,662.904217
-59.935752,1000,669.928454
-96.584679,514,676.194763
-5.847325,1000,682.312077
-169.661167,951,690.986895
-41.611564,1000,697.648191
-61.385644,1000,706.730997
-20.61665,1000,713.533089
-159.827529,620,724.198566
-77.405528,1000,747.448855
31.030054,1000,755.69231
-47.078188,1000,765.308426
-81.58535,1000,771.02543
-26.546435,1000,780.485023
-42.563339,1000,787.029211
28.355591,1000,796.748589
-54.557788,1000,803.245695
-42.90704,1000,813.389469
-5.609375,1000,820.289485
-139.416068,873,829.496655
-47.349935,1000,836.08466
28.010771,1000,847.455569
-3.111058,1000,854.265909
12.719448,1000,863.219992
3.265373,1000,869.895562
16.743804,1000,879.045378
1.981774,1000,885.890812
-14.984027,1000,894.844008
-72.380128,1000,901.580385
4.420609,1000,910.444766
5.991584,1000,917.207361
106.424757,758,922.028664
9.444554,1000,931.633341
42.591265,1000,938.864803
152.591381,926,947.79197
56.615172,1000,954.287754
23.242244,1000,964.369131
46.788002,1000,970.876147
-74.489151,720,978.184128
15.122472,1000,984.081498
11.48433,1000,993.134437
14.327677,1000,999.836541
151.061456,968,1008.277782
138.484479,755,1013.672855
21.429044,1000,1022.619479
54.748777,1000,1029.795485
63.150553,1000,1038.502614
29.956289,1000,1045.467223
7.883524,1000,1052.068219
43.791482,1000,1061.263365
27.276752,1000,1067.458368
27.944006,1000,1076.664925
146.925128,763,1081.65566
40.216271,1000,1090.477377
60.478314,1000,1097.436105
27.620438,1000,1107.368623
31.802319,1000,1114.813698
80.769764,1000,1124.045629
72.779117,1000,1130.063657
62.762175,1000,1138.603113
162.303887,597,1142.916791
141.978286,699,1147.018701
147.267364,631,1152.933385
88.198125,1000,1159.048858
52.25261,1000,1167.09969
88.693757,1000,1173.871083
46.676401,1000,1182.345276
-105.984046,546,1186.017913
206.955529,477,1189.574259
-97.38494,533,1193.223844
-95.217895,423,1198.862065
53.928775,1000,1205.352957
75.775,1000,1215.602699
67.778601,1000,1222.823862
57.801795,1000,1234.20943
175.398389,961,1248.016066
-69.196868,574,1258.503663
110.756132,1000,1267.962127
76.803788,1000,1275.3156
80.36333,1000,1285.497961
63.926847,1000,1292.382118
122.452632,1000,1301.671311
66.126091,1000,1307.999501
238.602965,479,1312.99264
86.429499,1000,1322.866769
105.591378,1000,1330.59925
107.852715,1000,1344.850184
124.376311,744,1349.980116
-47.414619,579,1357.607382
100.390816,1000,1364.105382
-58.511069,378,1366.881856
66.579862,1000,1377.596393
153.381566,697,1382.170282
89.126748,1000,1392.979048
201.640378,830,1397.900618
82.154505,1000,1405.42143
-37.522402,380,1412.891175
-0.814177,362,1415.817957
85.742047,1000,1434.568375
194.290462,371,1437.514606
134.38859,1000,1451.868413
24.481484,224,1453.182367
204.45137,385,1455.930857
26.078519,201,1458.800292
81.806502,1000,1497.977936
-39.516964,280,1505.052007
74.841791,1000,1531.203698
94.522663,1000,1568.373429
-24.381001,357,1577.380113
114.916873,1000,1615.425016
196.612118,631,1631.476958
97.951889,1000,1657.532954
195.473846,366,1679.754311
-31.526377,322,1688.003911
-3.887874,369,1697.307514
99.067554,1000,1723.288497
160.657174,682,1753.555102
83.113771,1000,1778.990301
168.177625,736,1831.056644
87.013,1000,1869.438829
77.542311,1000,1907.091513
219.601821,331,1915.573775
187.616739,491,1928.047764
210.431508,385,1937.798869
169.955162,620,1953.971153
103.532242,1000,1991.545903
69.084721,1000,2017.322433
242.021781,302,2037.128606
170.023219,718,2055.441178
165.872672,628,2071.507601
194.267233,847,2092.748248
86.121646,1000,2099.338513
-38.244265,413,2102.50717
226.202157,905,2119.266785
79.069562,1000,2128.847258
133.509721,1000,2142.749131
113.943313,1000,2149.516877
-49.921808,504,2156.579848
165.757417,612,2161.582401
98.448101,1000,2170.128582
103.536973,1000,2186.915262
150.642832,553,2190.526636
127.364879,1000,2203.051562
180.967725,708,2208.361394
220.152752,493,2211.849289
90.982742,1000,2222.178545
-51.899975,533,2225.701939
109.747722,1000,2232.440085
-70.054872,542,2256.364977
112.898332,1000,2281.873009
76.228017,1000,2319.733732
141.855526,1000,2345.563011
239.429715,200,2350.739908
18.582059,121,2353.878184
-4.64392,289,2356.815558
170.28772,519,2364.163715
-0.034848,287,2366.254925
167.82664,762,2371.36767
81.876177,1000,2383.003663
250.864714,230,2384.638388
132.494555,1000,2391.35971
191.508066,626,2398.641263
139.391254,1000,2405.501013
144.687485,1000,2422.667611
97.711986,1000,2430.605676
149.393334,766,2438.371651
-66.595355,597,2449.001638
105.268087,1000,2457.470461
-15.322123,233,2458.947497
125.81921,1000,2468.693126
230.603813,420,2471.591664
91.411664,1000,2478.286422
174.549385,639,2485.345567
69.327344,1000,2492.784121
68.37406,1000,2502.456627
72.937664,1000,2510.100643
103.028533,1000,2519.254985
104.774784,1000,2526.968299
98.404876,1000,2537.344066
-107.034817,534,2541.418324
-36.567952,450,2544.840248
212.399906,311,2546.615454
216.709718,317,2551.245352
-18.181191,207,2552.931416
-56.356031,608,2557.550186
116.021489,1000,2565.095646
129.337049,1000,2575.078433
76.702963,1000,2582.649184
113.675384,1000,2592.297929
133.675294,1000,2599.612979
115.322862,1000,2632.867487
202.033754,537,2651.090724
137.140574,1000,2710.732798
124.358968,1000,2752.241249
115.710304,1000,2814.791197
-19.669285,188,2822.56188
19.38766,169,2829.573278
93.134092,1000,2865.953293
101.619699,1000,2906.4431
-23.730355,168,2910.832727
137.301155,1000,2936.983576
201.085731,529,2962.466173
111.801639,1000,2988.250039
109.915606,1000,3026.077779
-12.935746,173,3030.479599
116.789603,1000,3056.361575
-13.244137,235,3062.549454
-31.107912,399,3072.636224
216.982437,309,3092.543127
120.600275,1000,3119.042558
-3.704064,244,3125.283403
105.868561,1000,3178.720731
20.070621,263,3189.63543
207.176683,505,3210.25715
143.358309,1000,3248.66363
118.900812,1000,3274.881812
224.858128,401,3285.182815
129.062883,1000,3324.024604
125.277249,1000,3350.321058
114.784096,1000,3386.512601
5.808031,162,3390.672247
19.740386,141,3394.465327
147.264954,1000,3420.025209
-24.8134,279,3427.171021
141.735491,1000,3478.175785
91.29465,1000,3518.781554
2.828138,365,3555.143596
112.611635,1000,3596.677155
236.438989,420,3614.010792
-29.287874,179,3621.366557
235.772231,266,3653.672562
121.042858,1000,3682.551564
0.727888,164,3687.609161
152.02557,1000,3727.072925
133.433919,1000,3753.211657
-21.66816,386,3763.794783
140.023514,1000,3801.152542
9.587009,260,3808.008697
-24.162256,161,3811.383409
221.680144,325,3820.04151
95.061731,1000,3857.907546
94.177625,1000,3890.000748
18.670741,296,3897.07926
134.154403,1000,3908.074113
173.484051,489,3911.802217
2.822195,239,3913.378466
104.10378,1000,3923.039727
-68.067988,414,3926.172389
28.590995,210,3927.686228
142.472071,1000,3935.177179
105.538825,1000,3944.82533
228.473866,328,3947.340588
-4.877435,134,3948.41707
106.212199,1000,3957.884233
114.849301,1000,3965.041703
205.298242,492,3968.599055
-5.754961,161,3969.82552
84.001962,1000,3979.454333
134.09514,1000,3987.000253
139.880868,1000,3996.404332
140.508379,1000,4003.891922
129.167626,1000,4013.257841
3.135201,260,4015.086304
233.220379,361,4017.614987
215.064284,437,4021.084988
19.288789,202,4022.684012
-8.01227,198,4024.113606
128.749499,1000,4046.571096
93.871385,1000,4072.992171
128.975756,1000,4113.801237
168.086139,1000,4142.081567
3.873504,173,4158.391243
-54.382256,392,4168.353721
135.628269,1000,4194.112944
-3.906654,205,4199.393452
-1.56644,215,4205.057757
183.614402,373,4226.698493
31.853745,323,4234.799019
139.788818,1000,4259.676252
145.614059,1000,4300.995397
111.223154,1000,4327.595388
112.81635,1000,4365.424913
115.0977,1000,4391.184402
129.202637,1000,4429.1271
-2.428027,209,4434.442593
-1.124913,280,4441.575374
3.934253,231,4447.554093
-25.649436,154,4451.549525
68.664951,294,4458.980866
178.247432,1000,4496.443007
127.329632,1000,4522.107479
12.094183,326,4530.661897
-50.134235,417,4553.610127
151.141074,1000,4579.151099
-21.871879,275,4586.161014
144.206991,1000,4624.219903
-50.577307,504,4637.082116
159.282462,1000,4662.878834
120.506746,1000,4699.100871
111.451162,1000,4713.670322
16.222408,196,4717.636737
116.034431,1000,4724.577709
118.783339,1000,4731.803357
109.705176,1000,4740.686255
-9.934439,281,4742.398833
208.113878,835,4758.454773
130.283722,1000,4765.684856
249.199544,702,4770.781441
264.844341,985,4780.286732
140.444103,1000,4786.976372
112.319125,1000,4797.220987
115.964215,1000,4803.311693
217.272633,314,4805.70819
229.893453,358,4811.480155
79.701725,1000,4817.560547
238.472279,612,4821.664023
36.186075,250,4826.363065
225.850295,501,4830.338264
233.035384,424,4833.53173
4.460231,385,4835.757975
244.687246,411,4838.482273
192.914056,432,4844.631838
-5.139676,199,4846.232866
241.764924,396,4848.880443
243.609736,409,4851.547114
299.549518,248,4853.108496
258.666671,340,4855.341107
5.085438,118,4856.757506
248.112725,568,4863.893981
3.226826,179,4865.091627
117.86063,1000,4871.581619
-11.645732,262,4873.514732
251.759481,263,4878.404199
125.842573,1000,4885.936604
4.594268,200,4887.257914
-0.509043,175,4888.42609
206.715567,684,4896.706383
-6.599398,211,4898.232062
302.10501,300,4900.543929
-21.881566,181,4901.858288
-18.102149,156,4902.944014
212.396559,367,4905.316411
234.941015,528,4908.688316
248.919931,383,4914.186881
268.303062,304,4916.190367
253.423042,403,4919.13836
91.141811,160,4920.207775
190.346245,343,4922.201626
-6.811353,234,4923.701865
242.606721,378,4926.270895
226.965707,352,4931.818542
246.563058,337,4934.285827
239.355755,452,4938.393439
111.877481,1000,4947.591463
309.42307,231,4949.338461
-1.388594,278,4951.45034
220.104639,477,4954.861055
213.840873,291,4956.502318
210.698818,262,4958.042591
233.116601,352,4959.95826
233.663889,501,4970.956946
114.239673,1000,4997.363592
44.147451,144,5000.992543
244.0133,294,5008.313498
238.999207,332,5028.588568
99.679867,1000,5054.832272
134.629229,1000,5080.98309
252.171285,347,5083.174438
106.391822,1000,5090.407197
248.522906,394,5092.818998
241.628714,357,5097.810593
14.354719,377,5100.616603
244.625218,323,5102.704504
110.321251,1000,5110.00121
238.135078,344,5114.581723
257.349073,401,5117.106752
12.989082,246,5118.624863
229.044759,326,5120.862617
12.079795,211,5122.556206
241.669923,448,5125.796521
294.447042,324,5127.685979
289.986561,311,5132.81707
221.405296,298,5134.885086
21.537348,267,5136.768212
22.725407,118,5137.714545
240.463545,271,5139.73117
295.44096,302,5142.160463
-0.135825,184,5143.401976
218.002032,342,5148.55504
26.329814,191,5149.978734
250.070146,240,5151.615134
227.645599,282,5153.456571
27.590317,343,5156.129522
-15.122081,375,5158.911369
227.670206,376,5161.731631
-27.639894,197,5163.453355
-2.258482,218,5167.204099
