#{"t_start": 1670798641.3759959, "env_id": "LunarLander-v2"}
r,l,t
-73.336596,525,647.646746
110.18126,1000,653.024559
76.248436,1000,661.101487
79.123532,1000,666.49727
156.075643,870,673.916059
100.532856,1000,679.25175
-69.599312,537,684.931995
147.323637,523,687.600311
80.463849,1000,693.000894
-135.275517,697,699.503918
73.752652,1000,704.707811
-41.542578,538,707.589171
105.965893,1000,715.735052
60.614375,1000,721.157634
93.739063,1000,729.34087
63.430931,1000,734.837658
98.182783,1000,742.981282
81.218079,1000,748.417356
80.330059,1000,756.49253
-38.991419,462,758.863614
83.301192,1000,767.059972
110.026482,1000,772.36459
86.198116,1000,780.409718
-105.38584,385,782.34902
99.279143,1000,787.646992
89.531396,1000,795.606818
-127.665478,363,797.427636
-119.722791,320,799.101428
-61.982153,479,801.578519
177.99627,978,809.387645
166.443656,672,812.897739
149.86966,932,820.622222
124.197019,1000,825.912674
108.323213,1000,831.602662
-56.995382,438,836.17302
-75.960196,453,838.402817
224.426067,965,843.721214
-73.67049,347,847.751662
-113.118707,450,849.996293
169.69985,559,852.845369
87.929617,1000,860.89978
-96.423275,387,862.838713
-88.458402,372,864.692053
-31.410633,191,865.701395
-113.392666,507,868.356032
23.632265,1000,876.468609
-8.308893,432,878.632833
-77.133216,315,880.312312
187.712029,642,883.726223
-132.626172,511,888.937306
-34.640852,263,890.24008
-96.98784,450,892.557253
70.641323,1000,900.655968
-99.058121,432,902.83514
-75.044899,327,904.477298
183.944718,488,907.049772
86.590658,1000,915.008336
-78.205882,316,916.593181
65.498083,1000,922.02429
223.650786,597,927.742874
-42.654537,213,928.812052
180.150326,550,931.542358
169.75184,401,933.608747
-99.184465,443,936.103738
-65.776108,241,937.308717
82.565667,1000,945.135544
-74.917111,311,946.710252
227.561614,419,949.093603
37.523429,1000,956.967769
-65.584517,292,958.41135
-108.366318,443,960.683525
208.321483,468,963.241931
-47.507731,162,964.048582
-72.209723,158,967.478739
240.543317,393,969.417765
-132.654682,474,971.757917
-70.039522,358,973.575193
226.679802,446,976.04389
218.768949,326,977.687926
220.985456,388,982.237505
184.075063,903,986.749682
-115.090172,364,988.791385
198.903678,436,993.674157
211.21756,438,995.83054
94.267167,1000,1000.957323
65.114146,1000,1008.797221
-25.990504,154,1009.569101
186.989382,426,1011.672207
204.200569,438,1014.004209
155.110263,494,1016.649208
190.52992,495,1021.815462
227.700599,530,1024.412429
186.90705,483,1026.938177
245.161371,420,1029.239402
-61.445495,314,1033.478203
-40.026177,296,1034.962459
-9.570649,385,1036.886632
-20.022056,272,1038.225674
163.768371,629,1041.622571
151.471436,707,1047.878502
237.576219,386,1049.779731
160.33165,689,1053.354037
-46.624301,1000,1061.340501
-38.599077,406,1063.42741
-76.91851,475,1065.837765
154.270665,600,1069.130236
-27.411545,320,1073.088036
-128.610768,475,1075.454422
-59.586895,435,1077.620374
189.529617,576,1080.727982
171.857405,601,1086.430494
191.840704,611,1089.468922
-54.496363,411,1091.534236
-76.408953,341,1093.362975
200.144945,428,1095.670238
-112.095585,573,1101.167833
-44.145198,410,1103.20252
236.199516,418,1105.342809
-120.483005,475,1107.921431
-11.543002,346,1112.259281
-189.858647,812,1116.368005
164.555509,553,1119.223582
-20.285426,309,1120.879918
-124.380196,485,1125.999562
230.820931,477,1128.379814
192.880872,585,1131.361853
133.882322,695,1135.142856
168.938231,531,1140.463184
-29.592937,491,1142.89548
207.246011,489,1145.447447
55.599938,1000,1153.306736
145.607469,598,1156.221437
212.293163,538,1159.056479
132.097269,624,1164.874
228.607658,587,1167.831864
-115.375082,592,1170.849397
-70.205385,234,1172.091551
-69.126287,375,1174.100974
182.141393,624,1179.836202
-26.191526,424,1181.952075
-106.756582,721,1185.740442
-90.778165,371,1187.733169
-162.87821,575,1193.180962
214.473879,442,1195.354814
-106.064397,384,1197.354459
31.068929,1000,1205.218748
57.978401,1000,1210.195038
-78.780956,390,1212.319486
-45.105639,400,1214.40664
-81.353488,325,1218.636733
-98.631387,418,1220.737819
76.703056,800,1224.847503
32.812427,1000,1232.564212
172.911016,830,1236.7681
165.79787,482,1239.395951
-31.685523,1000,1247.047148
-115.881424,463,1249.439084
181.005297,706,1253.178018
188.159818,628,1258.960199
183.514425,551,1261.689864
-88.008483,374,1263.693041
-81.703927,369,1265.700099
192.236422,517,1270.879284
-33.150578,1000,1275.904306
193.286676,562,1278.910553
164.855042,551,1284.24643
151.253146,444,1286.458621
-66.278242,230,1287.606722
-47.259537,1000,1292.908448
120.943756,853,1299.786014
-84.517036,243,1301.019856
-81.440494,271,1302.477848
-132.902845,678,1306.09144
150.053905,901,1313.165301
-42.196304,1000,1318.501979
-135.89284,452,1323.344227
-68.161996,263,1324.702772
-101.18,442,1326.898632
-75.750462,473,1329.415817
-66.287358,356,1331.340535
144.813075,626,1337.13307
227.661298,497,1339.587038
-136.309007,505,1342.23821
-108.450964,377,1344.303848
134.462036,737,1350.657207
-144.623936,361,1352.453258
200.390925,536,1355.206991
-137.174769,684,1358.877528
-74.381846,1000,1366.519899
177.5164,755,1370.533365
-82.061045,167,1371.422796
-72.352664,197,1374.865007
-143.901049,391,1376.946713
-106.618662,357,1378.761843
-149.662887,734,1382.630129
-136.269517,297,1384.279121
151.384446,665,1390.29773
11.64757,1000,1395.496326
-120.823675,544,1398.158831
-100.782684,893,1405.163347
-76.563252,253,1406.470303
-71.159646,484,1408.969251
147.72964,647,1414.757731
-66.232024,453,1417.120436
-99.39004,195,1418.113678
124.682798,588,1421.329492
-88.134594,144,1422.119682
130.133438,720,1428.356898
-118.290603,801,1432.453439
-84.098819,195,1433.566391
-137.289287,362,1435.47749
-62.680921,278,1436.851197
-81.756106,205,1437.868853
-86.639229,1000,1445.640714
-70.896817,259,1447.109947
163.075004,815,1453.737268
-64.410224,258,1455.116944
-24.456858,1000,1460.36855
-51.046426,1000,1467.942204
166.43347,495,1470.395812
-102.516434,266,1471.899556
164.925908,560,1474.864907
-99.554235,263,1476.164328
221.649797,591,1481.760717
-74.922788,435,1484.019456
-7.071776,1000,1489.279779
172.543353,562,1494.678591
-73.144975,192,1495.640132
189.532743,527,1498.552166
-113.346067,817,1502.681201
-57.765243,370,1507.162907
-51.525398,1000,1512.464347
183.805234,601,1515.433819
183.401485,542,1520.755108
-69.506724,1000,1526.149011
208.573223,550,1528.883236
-29.163389,328,1533.068718
175.756548,725,1536.90364
-114.082372,280,1538.4249
-82.402782,491,1540.914323
225.426837,498,1545.932673
-9.148515,1000,1551.219967
141.608216,746,1554.997929
-122.082586,479,1560.080949
11.414491,1000,1565.449409
-85.499038,140,1566.149821
174.600021,537,1568.822666
178.215717,831,1575.819098
-86.78159,363,1577.762374
-70.915986,264,1579.128009
173.793219,925,1586.427552
44.399914,1000,1591.729963
-63.149839,160,1592.5325
156.531813,680,1595.936158
175.415403,965,1603.627052
-54.283086,587,1606.647378
154.129388,618,1612.477247
131.154291,902,1617.216067
169.638983,624,1620.310219
-69.535808,465,1625.392871
189.435439,803,1629.565535
208.06065,720,1633.278582
208.687641,747,1639.889637
-117.039069,671,1643.36991
-32.649994,464,1645.697914
-106.942214,442,1647.90222
-85.38611,262,1652.132773
204.052747,539,1654.858804
207.044858,650,1658.212868
155.568823,745,1661.904574
-54.14226,364,1666.637877
183.398445,705,1670.305673
-60.948877,215,1671.369071
-58.32548,397,1673.337235
212.042119,713,1679.816342
208.015273,466,1682.264636
196.12617,546,1685.009281
-50.291074,349,1686.766228
174.598047,504,1692.254739
-66.542987,619,1695.595148
201.77641,631,1698.718967
208.663534,494,1701.18827
-51.951262,566,1706.977087
-46.299685,293,1708.570101
-55.957767,347,1710.291996
154.087703,830,1714.377147
-104.719618,674,1720.747642
223.206944,498,1723.300534
-56.891252,527,1725.912153
-105.617073,687,1732.309813
160.058545,646,1735.751338
-116.80866,792,1739.655041
234.786593,446,1741.942986
162.286174,607,1747.889207
207.610894,503,1750.357821
146.794068,733,1754.012468
-22.011132,404,1758.930881
163.962899,538,1761.774225
-37.096978,444,1763.993876
177.203958,586,1766.935264
-68.380403,380,1771.717339
179.691706,514,1774.416383
208.5406,493,1776.812135
199.800312,511,1779.351997
123.035817,994,1787.305027
125.979283,678,1790.656475
-70.315308,238,1791.834244
-46.365955,305,1793.380494
188.112481,626,1799.406652
-87.336945,471,1801.775271
164.685924,498,1804.190248
205.175619,591,1807.207606
-66.654248,218,1810.614144
190.883687,581,1813.641114
157.324829,581,1816.544665
-54.820891,314,1818.123301
187.717886,684,1824.417385
238.597253,598,1827.517096
-77.479835,500,1830.017727
-66.378281,647,1833.389209
161.74701,581,1839.118654
178.680101,412,1841.233921
-80.127352,597,1844.229762
-61.637892,464,1846.739895
-108.463147,593,1852.600791
144.556804,662,1855.875205
203.431414,548,1858.723899
-67.890368,464,1863.82157
190.136016,495,1866.463609
207.906332,679,1869.809091
158.347804,602,1872.997022
196.482185,550,1878.607857
186.981816,421,1880.711255
-24.262736,438,1882.906484
-94.993336,715,1886.630788
-71.275997,640,1892.67611
186.432173,492,1895.094556
133.229941,745,1898.993386
-60.841175,311,1903.247831
-107.736593,355,1905.182328
188.265516,509,1907.680801
154.812049,567,1910.676792
156.629482,698,1917.028711
57.852768,848,1921.40283
212.660304,579,1924.487098
-43.424251,342,1926.228124
174.900617,577,1931.944629
134.764912,637,1935.158074
155.985921,578,1938.221159
-77.646654,526,1943.756217
-42.051832,527,1946.433547
124.763882,659,1949.872111
204.109317,599,1952.812199
180.283077,500,1958.213814
184.494783,522,1960.839133
231.047462,478,1963.361501
210.21974,471,1965.688262
225.272528,628,1971.714737
213.097141,465,1974.105862
225.716492,433,1976.371883
199.830503,540,1979.042369
206.602647,482,1984.369971
163.703422,758,1988.336069
193.446952,617,1991.383921
-53.131031,362,1993.183349
154.272755,556,1998.882088
-56.846852,477,2001.460067
196.551538,448,2003.718832
194.795143,442,2005.922954
161.902984,676,2012.224208
230.444592,455,2014.580196
-53.934635,390,2016.516816
-68.45561,452,2018.754164
-58.794367,398,2023.671706
208.132367,480,2026.202949
224.973976,480,2028.608151
177.030361,468,2030.973155
206.79138,440,2033.232872
193.880868,617,2039.588064
-93.879645,381,2041.545508
-57.624698,375,2043.595964
180.832645,528,2046.385548
236.195578,683,2053.076795
222.726687,440,2055.357311
-33.591509,351,2057.22212
-65.28028,496,2059.925787
148.200614,727,2066.806439
-49.856571,404,2068.904576
211.940027,403,2070.975334
189.646256,504,2073.785751
188.63303,491,2079.577968
-36.80913,406,2081.925336
-55.085679,441,2084.292266
-73.515735,454,2086.899022
165.17099,626,2093.425847
-31.901671,323,2095.377148
-54.020712,363,2097.342946
232.270422,489,2099.972373
213.982265,506,2102.933977
-77.495913,369,2107.572628
-31.137569,362,2109.664192
-46.332441,380,2111.558588
-38.828441,448,2113.800463
189.176817,530,2116.432818
-40.640041,251,2120.305555
-76.322182,416,2122.718355
156.097407,606,2125.827928
197.312143,484,2128.34557
-83.45205,300,2129.880658
207.243791,489,2135.473913
-45.913479,323,2137.359646
-55.677005,488,2140.118301
187.847011,465,2142.563428
135.193998,543,2148.500749
-43.594214,332,2150.67661
188.349665,604,2154.093726
146.351841,693,2157.779493
143.61025,614,2164.359378
181.589923,531,2167.547632
188.233406,477,2170.169487
220.947698,474,2172.740816
192.188869,417,2178.017125
229.017674,479,2181.096503
-32.358575,448,2183.689872
199.639185,462,2186.110378
142.510079,622,2192.352711
-81.178215,515,2195.647777
213.33042,529,2198.686085
160.507384,501,2201.375875
214.97467,687,2208.174801
179.138531,518,2211.384024
188.731724,475,2213.999953
157.18713,477,2216.492498
124.711699,682,2223.495529
-134.083807,688,2227.529256
210.840036,481,2230.098369
-45.206582,372,2232.048068
203.881292,496,2237.879576
162.255412,561,2241.304311
121.238078,569,2244.38987
-47.693486,432,2246.698018
138.429921,529,2252.778806
-67.399872,429,2255.404569
158.608862,483,2258.063296
182.927448,504,2260.707208
-54.960812,242,2261.978068
-161.14125,372,2267.152588
166.683024,448,2269.885855
-46.18855,337,2271.802379
-61.570873,358,2273.667138
-42.823656,370,2275.64396
-149.274591,355,2280.476907
205.715646,440,2283.235481
143.41733,555,2286.465544
-108.616008,504,2289.199206
-101.803199,341,2291.055633
-53.701076,346,2296.094395
195.708498,489,2299.150475
161.677745,462,2301.717443
-88.002975,364,2303.687389
-76.647578,355,2305.6203
193.87054,617,2312.305808
209.273509,638,2315.877643
-52.851336,417,2318.076881
196.321921,631,2323.973471
212.092639,654,2327.912973
-71.882971,395,2329.947067
-38.34203,417,2332.058713
206.530806,439,2337.02036
183.238035,470,2340.038079
168.47625,411,2342.500188
220.412914,498,2345.124762
156.439327,713,2352.019932
224.154496,444,2354.530793
183.477204,489,2357.281241
181.62442,468,2359.717465
220.083152,503,2362.341043
207.887906,475,2368.02522
-110.520208,548,2371.276729
-72.542498,457,2373.733563
-70.769763,448,2376.186442
207.820888,464,2381.972673
-21.111131,355,2384.058968
206.664665,475,2386.761752
207.623697,471,2389.214988
91.690356,1000,2398.039247
233.413332,447,2400.685087
200.136253,669,2404.246056
215.89214,445,2409.974963
131.819298,756,2414.252003
-150.782927,614,2417.552324
-92.895555,386,2419.593626
181.292488,539,2425.889647
-95.985776,490,2428.814824
200.653381,530,2431.599482
162.280583,474,2434.113508
186.763628,552,2440.417573
215.89138,508,2443.436764
198.099878,390,2445.513212
-61.59358,379,2447.543221
218.557923,455,2449.912014
-42.155343,328,2454.766484
209.816423,491,2457.724544
134.125415,628,2461.079874
220.939709,515,2463.819303
216.89517,508,2470.005603
152.093032,518,2473.086726
-97.949972,447,2475.487124
-3.816061,485,2478.069553
-71.188449,419,2483.655729
-80.728652,452,2486.364444
79.961919,684,2490.142389
214.632977,463,2492.594051
208.810331,478,2498.558315
219.316705,434,2500.922815
211.017666,519,2503.590056
195.110697,527,2506.466486
174.91222,456,2512.266075
-84.804111,551,2515.400166
151.214286,664,2518.981441
210.346091,557,2522.093666
-66.027639,431,2527.814156
201.391837,474,2530.50621
201.602373,501,2533.192453
-65.112973,412,2535.496468
190.39692,464,2541.364898
-77.467099,494,2544.189255
-54.123626,484,2546.840617
-86.935152,402,2549.049767
170.070843,522,2551.993084
152.229645,698,2559.25772
156.841631,489,2561.890146
163.401683,642,2565.480675
184.445017,603,2572.139265
178.55625,522,2575.039088
196.224504,445,2577.414376
235.333403,616,2580.844422
176.344417,489,2586.916307
151.551541,590,2590.189002
180.543185,487,2592.791891
201.4969,464,2595.402418
-2.486285,296,2600.27267
198.473793,478,2603.047281
189.978659,437,2605.362664
-45.484268,448,2607.843883
89.588627,991,2616.844937
-53.206445,345,2618.746506
177.375231,476,2621.264583
-105.664728,515,2624.211462
-46.591746,372,2629.478771
-54.463611,531,2632.59882
225.696914,478,2635.105819
-45.587511,446,2637.615395
206.756908,490,2643.48105
194.250003,474,2646.309089
-79.971787,504,2649.013578
215.382308,500,2651.739876
233.334517,443,2654.29658
-118.853633,538,2660.491952
-41.465295,329,2662.335813
187.730722,555,2665.28223
229.519735,500,2668.258461
217.914645,456,2673.853024
3.097374,308,2675.765536
182.140539,505,2678.457868
-94.981776,542,2681.494821
-8.365464,369,2683.690037
-70.31996,506,2689.652272
168.332718,521,2692.481753
-125.460429,674,2696.240331
227.836075,463,2701.764036
203.23713,459,2704.574971
110.252465,795,2708.902645
-52.277955,393,2711.2846
-108.519315,420,2716.526948
152.599578,665,2720.541574
-56.692121,449,2722.932943
-42.162573,315,2724.747197
-68.575881,381,2726.997233
206.411265,532,2732.960723
-113.665477,438,2735.537621
-123.256781,583,2738.71565
235.205913,500,2741.681699
213.179363,472,2747.205163
192.638335,757,2751.504692
162.788531,540,2754.640417
195.832087,570,2760.620622
-150.458421,536,2763.859184
222.26631,469,2766.439941
214.459114,467,2769.114893
153.110897,942,2777.463847
149.756073,547,2780.605035
191.594407,534,2783.604744
201.541232,467,2786.213691
187.788413,446,2791.647466
-144.229869,631,2795.38816
-67.716386,385,2797.522347
-60.561804,482,2800.308705
-65.039392,398,2805.423066
-2.208213,314,2807.287135
-19.911389,418,2809.758427
225.234647,503,2812.50984
-85.121673,610,2818.802248
172.956597,533,2821.977048
173.084704,410,2824.471811
179.478686,464,2826.941076
239.555444,475,2829.611716
158.987416,607,2835.888623
184.738423,509,2839.028285
122.281776,564,2842.010217
242.062489,484,2844.753362
116.460184,748,2852.073833
173.94284,653,2855.750818
-38.358625,342,2857.604095
