#{"t_start": 1670800773.2599814, "env_id": "LunarLander-v2"}
r,l,t
-86.686997,86,167.70564
-461.601308,108,168.322198
-126.00883,117,168.965005
-64.708297,85,169.408875
-122.075479,100,169.935097
-126.994463,88,170.392228
-84.18175,64,170.734976
-315.869254,111,171.316154
-121.201053,114,171.915166
-387.755249,111,172.502278
-119.359641,83,172.944217
-222.384733,75,173.329919
-162.772565,118,173.958089
-116.838442,100,174.512941
-167.611457,90,175.044716
-482.241632,108,175.666922
-167.542332,114,176.319937
-84.39052,89,180.163133
