#{"t_start": 1670800974.527624, "env_id": "LunarLander-v2"}
r,l,t
-113.323062,114,3.282138
-328.411546,99,3.947233
-115.530644,124,4.75111
-110.9162,88,5.309494
-157.333192,115,6.051534
-95.416993,68,6.502179
-258.745267,94,7.116024
-182.34702,116,7.84418
-153.385412,112,8.555384
-121.699831,65,8.948568
-287.613341,124,9.612578
-396.964986,89,10.097479
-348.554935,96,10.624421
-119.987091,90,11.102455
-86.804569,64,11.463898
-47.627801,86,11.954154
-70.812778,72,12.344599
-193.556539,122,13.012388
-6.79346,85,13.480481
-6.696567,86,13.938375
-153.601911,110,14.53755
-88.58434,71,17.844177
-140.99442,71,18.290224
-217.46995,121,19.011215
-189.324903,73,19.429869
-356.81419,106,20.034957
-284.016423,138,20.823689
-90.337142,60,21.182074
-480.091684,88,21.704353
-195.932135,145,22.565439
-50.894037,67,22.949672
-372.48959,134,23.690773
-271.264896,107,24.25659
-147.311403,120,24.890155
-299.874121,71,25.264474
-397.861655,95,25.773339
-94.855946,108,26.326529
-112.654191,146,27.085998
-312.783278,77,27.484266
-102.65862,99,28.011341
-66.259311,62,28.321718
-24.984508,111,28.936425
-186.76601,77,32.38132
-193.747984,75,32.853225
6.236245,137,33.655139
-134.230168,81,34.08965
-339.652993,90,34.59716
-331.406073,133,35.43191
-105.15989,75,35.912905
-111.974061,91,36.498359
-107.167042,73,36.962693
-321.124796,108,37.614866
-101.32264,79,38.038539
-117.2247,137,38.79392
-252.30475,144,39.611331
-228.355093,99,40.144194
-102.04835,65,40.483315
-100.981701,131,41.188634
-319.176727,91,41.674729
-85.716074,71,42.065922
-119.220118,92,42.602773
-84.804298,107,43.23346
-119.907779,92,43.779031
-139.835351,85,47.45415
-91.604044,70,47.874215
-57.678062,76,48.277616
-115.660319,141,49.038541
-164.207036,93,49.567729
-122.419871,96,50.140181
-362.175048,86,50.684138
-44.057304,128,51.461685
-235.207663,104,52.115442
-148.160115,78,52.583799
-60.313724,85,53.038209
-360.643072,129,53.753751
-275.171041,153,54.597429
-90.952551,73,54.998664
-310.956726,118,55.652692
-103.871837,112,56.286387
