#{"t_start": 1670798567.46149, "env_id": "LunarLander-v2"}
r,l,t
-42.843729,134,2.653119
-285.49888,114,3.229023
-305.420026,97,3.710322
-94.098286,128,4.335149
-412.215879,130,4.969297
-141.562331,142,5.681975
-204.123588,78,6.134594
-128.530034,98,6.61661
-323.380147,107,7.143934
-151.967153,110,7.672167
-404.225734,96,8.131204
-115.75361,97,8.611589
-165.425244,92,9.06059
-354.529078,89,9.502702
-237.962218,128,10.149191
-82.714833,71,10.499768
-177.339998,72,10.860223
-192.581215,81,11.273998
-404.784034,106,11.791521
-168.98478,96,14.295851
-155.809254,115,14.85847
-265.753196,81,15.260341
-356.541165,116,15.826283
-222.791472,100,16.310152
-80.533088,86,16.720909
-180.828776,107,17.231692
-133.004817,84,17.630372
-126.056458,93,18.075079
-267.389985,108,18.603056
-70.402775,63,18.901634
-437.405539,93,19.356131
-82.334735,64,19.664188
-436.143539,84,20.076382
-329.556072,112,20.625594
-146.049294,87,21.04016
-389.466977,128,21.690799
-197.567352,135,22.416372
-261.182343,83,22.857593
-75.338014,68,23.222708
-93.814605,70,23.58149
-147.532995,121,24.175706
-564.126402,115,26.824491
-27.235782,102,27.323721
-294.599852,101,27.800819
-35.870788,69,28.131748
-107.644726,86,28.54891
-170.259201,72,28.893111
-166.750656,126,29.503829
-203.772755,79,29.894701
-239.698034,93,30.346724
-115.547234,109,30.865177
-83.639525,80,31.255302
-101.183888,107,31.766162
-165.10576,68,32.095815
-133.279627,141,32.771471
-329.943537,172,33.609302
-107.368962,119,34.242643
-117.252561,108,34.816521
-85.154888,120,35.439395
-146.556265,131,36.089029
-184.7783,113,38.876617
-144.487374,114,39.414894
-205.841483,77,39.778295
-101.397165,64,40.078751
-96.740664,65,40.392671
-145.912759,110,40.910867
-166.322015,103,41.388706
-6.505369,140,42.04958
-164.282751,108,42.562754
-254.769052,166,43.342933
-587.224406,132,43.964719
-81.19508,81,44.344306
-296.977553,148,45.028932
-169.387516,149,45.730534
-357.803308,108,46.283473
-108.700938,138,46.982342
-85.112266,79,47.391803
-111.047882,62,47.712449
-51.426172,71,48.074187
-122.312668,101,48.557538
-190.123518,101,51.274712
-226.999473,135,51.918028
-116.852792,140,52.585394
-124.883001,101,53.065126
-84.069906,101,53.548995
-376.63907,106,54.063164
-88.069657,84,54.45208
-132.404146,76,54.812685
-101.498892,68,55.136155
-167.573986,99,55.602005
-317.124154,137,56.25453
-349.804208,121,56.838005
-63.50904,68,57.163909
-55.639429,68,57.485035
-109.527894,81,57.859847
-231.009797,79,58.231187
-270.025922,81,58.640227
-282.621202,125,59.287384
-209.426541,128,59.930519
-225.574435,99,60.43381
-209.68806,101,63.14448
-68.376511,65,63.454034
-148.162857,86,63.859717
-231.476918,100,64.337698
-212.409916,102,64.827397
-116.547191,79,65.203546
-102.737166,79,65.572061
-170.071234,89,65.9899
-115.909049,88,66.410665
-222.292489,100,66.889052
-118.048358,75,67.257946
-83.124417,63,67.561178
-120.210096,81,67.942106
-100.037995,63,68.245199
-178.454233,101,68.718851
-86.904807,142,69.395833
23.655914,88,69.809355
-102.705537,115,70.352854
-100.43065,92,70.806884
-64.218718,76,71.206349
-98.189015,87,71.652142
-146.663062,111,72.215799
-223.35533,128,74.84865
-96.475583,127,75.455489
-153.607614,99,75.925106
-406.826429,113,76.468875
-114.628789,102,76.959017
-150.188437,113,77.508743
-149.715286,103,78.013316
-164.462646,77,78.377747
-215.641945,138,79.049455
-232.877203,136,79.706434
-117.263586,90,80.141915
-129.061834,123,80.729998
-104.828322,87,81.162418
-187.19976,150,81.88381
-254.109961,111,82.420354
-95.326038,68,82.747113
-150.464538,113,83.316878
-20.534362,136,84.036895
-60.053517,100,84.556509
-65.859055,77,86.852632
-168.599334,104,87.391585
-113.593502,86,87.840373
-116.985937,134,88.54345
-59.206359,71,88.917873
-265.322342,129,89.536492
-100.381124,89,89.963761
-86.476598,97,90.435942
-97.056766,138,91.091377
-57.799034,89,91.520154
-155.899813,128,92.143022
-81.126525,91,92.580905
-153.935393,105,93.085392
-81.508288,99,93.566332
-88.698173,66,93.8808
-334.331245,92,94.32481
-204.282386,124,94.920959
-281.832894,114,95.461726
-114.881533,122,96.090864
-292.420507,175,99.356215
-61.083889,80,99.770401
-123.583044,94,100.258933
-317.885639,105,100.801393
-192.9732,167,101.69484
-105.693574,119,102.265168
-107.48623,108,102.775483
-240.384741,168,103.58338
-132.760313,165,104.388518
-256.531944,116,104.944198
-38.255069,153,105.696081
-102.349105,110,106.220866
-89.352676,71,106.565159
-96.542306,88,106.992846
-144.012298,112,107.534067
-241.209997,102,108.030429
-280.44372,125,108.685688
-31.870504,129,109.366502
-86.840613,73,112.080825
-44.741836,102,112.606981
-98.92212,148,113.382407
-188.893046,130,114.06131
-28.628753,78,114.468436
-225.428886,152,115.204234
-90.422836,123,115.808537
-117.438057,176,116.660312
-206.6013,172,117.492383
-118.228135,105,118.001288
-150.834732,131,118.640435
-134.340156,105,119.149966
-127.4619,137,119.815205
-97.520722,92,120.257404
-101.938425,90,120.733084
-37.801382,126,121.392035
-119.69211,134,124.417187
-46.996461,187,125.360032
-84.311884,191,126.358618
-81.976176,106,126.910446
-93.069311,148,127.643921
-47.650573,144,128.338214
-322.437628,164,129.135627
-247.080696,109,129.668159
-230.053491,130,130.30835
-79.909431,154,131.064543
-32.03258,90,131.510585
-133.651531,134,132.159587
-90.321554,125,132.795784
-87.79407,165,133.667545
-102.833081,191,136.983775
-62.573891,120,137.562124
-95.197926,116,138.148827
-265.108692,111,138.72688
-66.795514,134,139.432519
-240.601616,175,140.303688
-64.98192,151,141.034224
-118.787021,183,141.935709
-67.041775,129,142.560089
-142.741379,95,143.025056
-282.042989,117,143.592884
-267.525701,142,144.272456
-122.014537,157,145.047224
-172.195349,78,145.464285
-229.162297,130,146.159099
-268.783461,239,149.647893
3.189442,122,150.239345
-212.707938,191,151.229087
-35.861009,134,151.942278
-32.63335,173,152.823691
-293.24804,181,153.715466
-154.745806,146,154.417988
-84.531644,263,155.71218
-50.501844,125,156.320508
-28.767799,115,156.869565
14.682949,146,157.608718
-118.735068,165,158.496192
-267.822434,260,162.131038
-355.625909,149,162.847498
-22.737858,183,163.802759
-4.944246,117,164.427194
-14.867181,146,165.202434
-35.876531,163,166.018199
-71.892981,165,166.820287
-114.595738,109,167.346816
-47.930778,155,168.098158
-121.337986,139,168.769158
-166.718948,107,169.293975
-132.332345,105,169.812542
-70.142495,164,170.691728
-174.791619,123,171.354622
-106.777706,154,172.117424
6.795837,106,174.919547
-42.454423,135,175.579189
-201.785119,100,176.069048
-212.113815,239,177.348466
-263.613846,117,177.96622
-237.477787,204,178.997437
-125.930557,137,179.67118
-177.042346,145,180.372941
-60.036014,143,181.072197
-158.196808,223,182.166726
-151.928768,143,182.921201
-98.224385,132,183.634825
-45.800866,92,184.114073
-110.009472,104,184.611291
-51.572173,118,187.478845
-73.288293,146,188.191259
-19.530327,115,188.746468
-24.493804,155,189.608284
-18.605849,134,190.437209
-50.483521,129,191.116359
-355.213895,182,192.019675
-116.592404,165,192.840109
-216.030512,92,193.297071
-244.348643,206,194.326758
11.48887,149,195.080154
-113.7162,144,195.878235
-39.801338,175,196.823447
-88.384504,160,197.635942
-36.840591,159,200.369229
-382.086757,218,201.450843
-99.702276,128,202.129384
-224.857619,149,202.957973
-170.403692,181,204.010521
64.700604,181,204.980588
-95.861429,113,205.54879
-50.154879,109,206.086376
-396.185023,343,207.791132
-64.157787,108,208.392585
-257.199755,321,210.107802
-331.82615,201,212.99491
-15.152629,196,213.97441
-22.111667,190,214.925188
14.582812,175,215.867723
-119.636459,235,217.222517
-2.520137,138,217.978972
-87.987214,134,218.639973
-494.059918,256,219.918221
-106.260354,219,221.060745
-262.247932,282,222.634901
-107.82501,195,225.856123
-22.624765,152,226.620772
2.230792,179,227.534548
-357.362955,217,228.664153
0.328413,201,229.805885
-246.058858,195,230.933329
-182.464064,174,231.833508
-241.062795,216,232.911874
-267.114458,217,234.055211
-350.535548,168,234.985648
-136.013329,249,236.295374
-98.034014,142,239.416528
-50.526282,255,240.69227
-22.152939,208,241.756562
-227.232186,257,243.211969
16.860676,1000,248.625791
-142.849415,454,253.262241
-138.173266,235,254.426051
-5.561834,222,255.603127
-330.604457,242,256.9733
-295.291125,307,258.594476
48.832384,1000,266.221362
139.209406,1000,271.665955
-284.710517,317,273.354423
-185.648749,199,274.428084
-61.191654,186,275.348476
-123.449706,334,279.41527
-80.698862,218,280.493447
54.199487,1000,285.950903
52.519451,1000,293.577479
-142.443864,255,294.858604
-214.209138,135,295.589673
-65.615042,200,296.734338
-30.194339,214,297.952931
-103.194303,423,300.22311
-241.951567,257,301.502816
149.857609,1000,309.003105
41.84385,303,310.758408
115.202965,1000,318.559321
-54.422435,331,320.23403
-115.645076,294,321.730795
-53.089741,288,323.313917
-110.299299,225,324.587127
13.732363,346,326.526133
110.294807,1000,334.038737
61.59958,1000,339.572372
-19.817624,216,340.663507
0.529533,183,341.583605
-78.309263,199,344.949469
-1.594398,187,345.876845
-61.317443,201,346.901153
-170.267692,190,347.854353
-0.199614,220,348.984622
71.149514,187,350.021938
46.428979,338,351.968586
44.896141,188,353.036594
-29.071906,267,354.3727
-13.696755,207,355.395629
34.227778,132,358.44802
-51.778307,245,359.667197
-17.041605,263,360.956971
-28.61013,223,362.088422
-49.330726,266,363.530688
-7.932038,190,364.623479
-60.853244,299,366.359796
-218.497562,224,367.495467
86.448113,1000,374.985314
29.809057,179,375.962154
119.81592,1000,381.457422
3.796766,309,385.396897
30.14074,1000,390.664297
80.286539,1000,398.475059
27.836285,302,399.968058
36.196452,290,401.425322
-17.708088,197,402.458735
-27.982052,379,404.551503
-147.610744,649,408.134233
7.577748,335,412.194432
102.15865,1000,417.463415
127.502843,1000,425.290138
-119.56144,285,426.69548
128.55676,1000,432.070692
-39.160929,453,434.503818
15.576518,217,437.986148
-125.588187,518,440.612541
