#{"t_start": 1670715097.6045291, "env_id": "LunarLander-v2"}
r,l,t
-247.021252,86,6.111586
-252.449338,117,6.798737
-17.509614,63,7.147348
-261.736128,103,7.700442
-325.181891,79,8.114697
-94.009119,78,8.544096
-170.338366,121,9.358306
-377.422664,105,9.957759
-107.87675,131,10.827841
-353.85056,118,11.542447
-153.484659,131,12.253232
-141.959261,76,12.736331
-348.253444,86,13.215518
-112.310939,71,13.584891
-289.137168,88,14.058249
-161.71069,94,14.584555
-160.904617,119,15.227448
-189.780252,97,15.733004
-242.281324,110,16.330654
-166.710405,134,17.053712
-233.317471,121,20.831712
-60.884361,71,21.459255
-75.030401,139,22.558819
-90.938946,66,23.019602
-126.66702,98,23.589496
-67.519234,84,24.05421
-252.118343,102,24.624391
-89.178533,67,24.997572
-78.465757,63,25.35192
-112.52526,102,25.950617
-183.406528,116,26.711713
-140.288619,115,27.398114
-219.091586,123,28.100769
-108.294764,108,28.71245
-64.154136,61,29.040144
-105.79138,86,29.50786
-294.465059,99,30.055448
-155.03875,60,30.392635
-211.233676,91,30.901418
-301.137764,129,31.619364
-133.823201,101,32.181367
-176.905422,84,32.65154
-433.250868,119,40.058279
-81.265728,69,41.218372
-142.551635,76,41.89453
-86.854457,89,42.620691
-138.600725,81,43.196954
-113.256405,151,45.327926
-283.081426,80,46.95697
-66.567906,129,49.688247
-100.673906,106,50.528572
-111.334684,62,50.854017
-92.816353,70,51.229238
-340.889928,95,51.759569
-156.448497,90,53.214286
-143.059161,110,55.498735
-73.318549,85,57.213921
-106.055717,94,58.507985
-74.634716,109,59.105436
-98.726286,87,59.60579
-57.786266,122,60.330031
-110.069472,69,60.709277
-87.302284,94,61.2426
-164.97998,105,69.42775
-74.01095,85,71.212903
-111.535558,108,74.930785
-109.418824,71,77.276833
79.046427,1000,88.333136
-182.17851,106,88.969822
-131.786628,129,89.698051
-186.320203,137,90.451322
-62.655495,64,90.794449
-61.123301,75,91.200203
-90.72763,104,91.775547
-80.523822,91,92.316777
-358.008385,123,100.792602
-115.194077,98,101.70238
-64.658207,82,102.343947
-126.152867,94,102.92837
-236.506451,161,105.078295
-108.072364,105,107.324625
