-54.069594700111836,68,68
-188.99920114100587,59,127
-79.16496339212813,89,216
-107.23419255188547,63,279
-372.6781379471591,112,391
-134.47519311310396,108,499
-106.75575366825596,79,578
-310.3726350841682,100,678
-103.01464360206275,118,796
-250.93761774712354,86,882
-47.04514684701637,119,1001
-599.8418964641194,115,1116
-92.83170303275902,85,1201
-161.03567570617224,116,1317
-113.12125813921297,67,1384
-98.3678264292564,92,1476
-363.1426892865482,77,1553
-113.47586681095765,105,1658
-506.4825803892642,110,1768
-454.5180060701397,102,1870
-60.99775816822071,134,2004
-371.6959554734418,78,2082
-213.59946602170982,80,2162
-180.9609691744513,78,2240
-130.7935681773466,87,2327
-172.65492430355283,69,2396
-248.74719044656513,88,2484
-356.99547569732897,92,2576
-134.535345021105,82,2658
-226.44190623993117,97,2755
-216.3992535321076,79,2834
-432.25271462747975,124,2958
-99.86990647117278,87,3045
-277.83913173783606,120,3165
-106.02035916581558,92,3257
-270.7082704543227,95,3352
-107.24517826450673,60,3412
-97.28615998873232,76,3488
-447.22151600290607,86,3574
-370.6803427597745,150,3724
-160.66458765690805,99,3823
-78.61395993970291,93,3916
-112.60815618408728,63,3979
-252.57177105804243,118,4097
-157.28107320593077,150,4247
-112.58009017448464,83,4330
-40.83319631973974,108,4438
-206.7993246650126,86,4524
-182.54710333865316,67,4591
-103.18561096927219,73,4664
-156.98227982444092,109,4773
-365.3209416386313,79,4852
-375.889463263383,107,4959
-325.5017749677261,112,5071
-294.9408098057055,83,5154
-472.94693607510453,117,5271
-385.7730931755693,95,5366
-185.14795767163565,131,5497
-139.7096973045465,84,5581
-349.69212855379084,114,5695
-223.74483581175207,72,5767
-112.02351244362505,68,5835
-288.7971736715384,110,5945
-241.34450593617743,97,6042
-163.54312766371447,74,6116
-175.24996007484907,79,6195
-119.47110683142134,112,6307
-128.75419476931123,110,6417
-414.49625554754004,112,6529
-145.03920965993933,60,6589
-320.7951624826526,113,6702
-389.9430792162243,115,6817
-372.2385857459886,117,6934
-81.2701763744952,61,6995
-113.54262712853792,122,7117
-261.290528068458,103,7220
-126.8915166464732,114,7334
-326.498393591025,107,7441
-112.30695887523092,69,7510
-300.7109105884092,96,7606
-202.57146704292796,86,7692
-207.6269422428521,109,7801
-316.6416060384695,129,7930
-85.4299888098498,80,8010
-104.06718376242591,129,8139
-101.70547684504253,94,8233
-438.8263309494301,87,8320
-133.05039397195404,108,8428
-120.19558314011238,60,8488
-238.77720554250533,77,8565
-276.95118127461933,98,8663
-277.52168033499447,134,8797
-87.60697308116075,70,8867
-74.69596013520457,77,8944
-320.71647783530466,106,9050
-76.77565445363032,71,9121
-166.23277345172855,129,9250
-83.21648594129377,140,9390
-190.7465379580139,100,9490
-271.97363550628165,100,9590
-217.0993808648215,96,9686
-103.53372391601829,127,9813
-228.89386190750488,102,9915
-233.81858084587418,64,9979
-114.9054608765439,63,10042
-106.56145929483402,110,10152
-115.78424282243955,122,10274
-150.23971519956257,80,10354
-170.1156892921885,61,10415
-87.48741740611005,78,10493
-93.55928092694582,78,10571
-278.90494455568,102,10673
-84.6984905147563,71,10744
-221.52098187604193,105,10849
-430.0840599755001,97,10946
-78.03419348040036,61,11007
-316.3820835035327,113,11120
-329.13461996853647,104,11224
-268.9263740386733,81,11305
-154.9784084153028,90,11395
-504.5580059565202,91,11486
23.318237390520267,134,11620
-94.93566547013377,88,11708
-280.48692856007676,114,11822
-226.98909242116736,121,11943
-78.91753802905855,76,12019
-296.71517538602586,74,12093
-100.24902553462489,92,12185
-80.49500413062252,78,12263
-143.0336641979396,109,12372
-387.6745014573687,103,12475
-379.73895073860444,80,12555
-78.59083849342015,64,12619
-88.4520781999278,61,12680
-86.4901389228213,73,12753
-310.2105800158081,117,12870
-169.52323406270983,112,12982
-71.35185972861863,61,13043
-144.33789702038018,94,13137
-117.73591095132716,85,13222
-102.27281620656319,57,13279
-152.82340780524163,76,13355
-199.90662242094749,71,13426
-179.69411014501338,60,13486
-361.5305670169282,113,13599
-254.08773150811672,119,13718
-423.28007415562183,79,13797
9.424913825269329,60,13857
-188.16785345035464,76,13933
-153.0053676491513,64,13997
-82.81463095691032,70,14067
-248.86650385713781,103,14170
-105.83315402169487,86,14256
-69.5854859126238,60,14316
-161.09919295095597,79,14395
-262.14287322114643,132,14527
-442.1357068597881,83,14610
-319.07893632366904,110,14720
-229.28395619650223,101,14821
-198.77353083501686,115,14936
-104.47597547535437,88,15024
-83.33316353936507,69,15093
-270.6976568808834,144,15237
-88.01181765258852,74,15311
-242.37133446145813,84,15395
-99.00726108400609,64,15459
-95.61927627038064,77,15536
-323.96031067712096,118,15654
-132.69211394163003,88,15742
-43.96094540103078,99,15841
-201.63566329346958,91,15932
-192.39692012463092,69,16001
-158.8376776038289,93,16094
-168.3395509739135,73,16167
-89.36519837515371,60,16227
-112.5139440032617,67,16294
-278.37569882975714,88,16382
-143.67721042710707,67,16449
-92.6375693639334,63,16512
-231.506653640902,88,16600
-421.24638613725983,85,16685
-58.93991133480918,68,16753
-103.02617110536782,93,16846
-98.75107061436182,85,16931
-112.72465733714886,91,17022
-77.60603197148174,69,17091
-198.66732160161695,74,17165
-152.73962018379584,60,17225
-259.60302408847815,76,17301
-177.63279562144982,99,17400
-101.49232194868537,70,17470
-163.27901014485766,67,17537
-100.8145752887572,105,17642
-100.64225679450786,70,17712
-83.9804356358836,62,17774
-430.09172688993954,101,17875
-248.04395563785053,67,17942
-82.96288821264919,87,18029
22.54839861212892,100,18129
-74.54343448167288,134,18263
-77.3497842341937,106,18369
-172.46318155035573,69,18438
-105.49305446011087,110,18548
-116.94237811143407,146,18694
-59.22854494172617,112,18806
-89.62624666798708,97,18903
-216.60870586534242,119,19022
-3.830750324893174,76,19098
-88.06994203775436,77,19175
-337.8058306429272,96,19271
-234.54652406503723,66,19337
-264.8115852530441,107,19444
-96.8005585543195,140,19584
-104.9442045479754,69,19653
-237.0070510370685,101,19754
-125.15255983633661,55,19809
-37.26314265954613,91,19900
-95.47232417268962,61,19961
34.06028956569156,84,20045
-553.8224564912841,102,20147
-124.69765865465072,69,20216
-331.74800595335387,130,20346
-282.8302905947854,106,20452
-101.05798307844522,111,20563
-145.83027534868913,86,20649
-73.32531692900193,69,20718
-253.16072532843816,67,20785
-245.30177797653377,138,20923
-130.35731045782407,111,21034
-362.30107915248806,94,21128
-138.29632748619775,116,21244
-120.81039748138329,81,21325
-58.73367922141702,129,21454
-87.03390620786331,100,21554
5.823235415721157,71,21625
-74.54756456475226,87,21712
-392.73989529470725,85,21797
-195.42280377794884,62,21859
-149.45599362764227,103,21962
-148.31985578736248,59,22021
-180.09801099157133,132,22153
-209.5771284168107,95,22248
-147.5910645553011,89,22337
-378.86924161820457,126,22463
-304.55045240835375,87,22550
-92.27211720302087,69,22619
-82.12007761861798,66,22685
-96.6886989133168,80,22765
-121.3463139753422,86,22851
-164.90952810717954,68,22919
-116.514415008783,111,23030
-134.65797961565912,90,23120
-345.13532880917495,104,23224
-112.34189786588499,90,23314
-203.9498052467972,72,23386
-141.92124478251665,112,23498
-120.33509727743791,73,23571
-292.10888684512076,102,23673
-215.89585649904632,78,23751
-199.49684523518846,108,23859
-89.73841893054089,68,23927
-134.7526454823256,98,24025
-199.39468170334635,73,24098
-36.72156018373826,65,24163
-104.50431586062503,103,24266
-265.7074588349626,114,24380
-73.07845954310996,65,24445
-212.2098515030525,62,24507
-81.66034084222834,87,24594
-137.29820390841428,72,24666
-189.5281976791852,69,24735
-187.93949736605686,129,24864
-235.30115677202411,89,24953
-114.95510004768587,87,25040
-307.5371820650645,106,25146
-176.74474597192722,78,25224
-343.65795907191205,145,25369
-79.00381208114922,65,25434
-115.7188441430434,90,25524
-134.31433326830535,86,25610
-108.1804635326267,75,25685
-120.90918564722665,66,25751
-183.85078705722222,101,25852
-132.11696462292844,81,25933
-120.59773812334153,96,26029
-93.26449047216116,80,26109
-189.40024595365546,92,26201
-180.08787413380762,81,26282
-86.35792563162636,69,26351
-99.77216655318627,65,26416
-109.82414388101957,109,26525
-163.6382308110555,87,26612
-148.25725989647205,64,26676
-54.286064423644014,76,26752
-110.9842100443108,80,26832
-159.48779213449103,67,26899
-80.72556028212206,94,26993
-71.73958396388096,64,27057
-312.6472324353083,98,27155
-124.6201280850582,92,27247
-169.5410606385579,57,27304
-140.48080243139043,99,27403
-107.7952637115132,109,27512
-184.80697628970617,73,27585
-73.52231676090179,66,27651
-227.3571393238281,97,27748
-284.01815718746616,98,27846
-116.53207484334791,88,27934
-89.30348723442106,100,28034
-120.63305295467225,81,28115
-120.32270581251056,86,28201
-154.35336909144243,94,28295
-413.2773523721539,112,28407
-113.21136570543777,86,28493
-162.6631102093142,78,28571
-105.26236379849068,128,28699
-94.4209467259841,75,28774
-115.00501559651677,88,28862
-115.10342921871715,99,28961
-188.86396853042584,76,29037
-150.30050464087742,74,29111
-158.82086318871,113,29224
-101.38830612112919,63,29287
-114.86469137919835,105,29392
-222.98096682376433,100,29492
-96.85380799455551,119,29611
-257.94206615107953,97,29708
-149.7619241645906,117,29825
-98.1925215906486,69,29894
-232.07038685216563,71,29965
-142.63007889332675,100,30065
-281.9061169553837,116,30181
-208.81009717937047,105,30286
-191.83472733719162,74,30360
-258.2603699877596,106,30466
-58.65990960488041,125,30591
-122.17006705947472,81,30672
-203.83480835687627,72,30744
-150.05486137526185,80,30824
-141.7034559807227,125,30949
-87.44251430861148,69,31018
-341.55516712700114,91,31109
-88.34458878603415,71,31180
-201.14103635830634,124,31304
-69.09247480637836,76,31380
-8.860901803822898,144,31524
-169.97658914662696,66,31590
-151.0794830735378,84,31674
-99.89017924417897,63,31737
-284.2461109917488,104,31841
-114.04330895368267,81,31922
-72.72185349450993,71,31993
-120.85282719714237,68,32061
-71.05048143789135,59,32120
